FID;COORD_X;COORD_Y;LONGITUD;ANGLE;C_Tram;C_Nus_I;C_Nus_F;Distric_D;NDistric_D;Illa_D;CVia_D;TVia_D;NVia_D;Tram_Dret;Distric_E;NDistric_E;Illa_E;CVia_E;TVia_E;NVia_E;Tram_Esq
6029;429516.634;4584413.875;102.932;306.42;T08496Q;N05144L;N05385A;06;Gràcia;81330;203904;Carrer;Carrer Massens;40 - 38 <=> 56;06;Gràcia;81340;203904;Carrer;Carrer Massens;37 - 39 <=> 57 - 61
6030;429455.735;4584496.373;102.15;306.44;T08497R;N05385A;N05370T;06;Gràcia;81380;203904;Carrer;Carrer Massens;58 - 60 <=> 76 - 78;06;Gràcia;81391;203904;Carrer;Carrer Massens;63 - 67 <=> 73 Int - 77 Int
6031;429410.226;4584558.462;51.814;-54;T08498S;N05370T;N05436U;06;Gràcia;81410;203904;Carrer;Carrer Massens;80 - 84;06;Gràcia;81392;203904;Carrer;Carrer Massens;79 - 83
6032;429558.75;4584442.922;103.916;306.54;T08499T;N05181Q;N05386B;06;Gràcia;81320;273207;Carrer;Carrer Rabassa;32 <=> 48 - 46;06;Gràcia;81330;273207;Carrer;Carrer Rabassa;39 <=> 47 - 51
6033;429497.901;4584525.614;101.419;-54;T08500V;N05386B;N05371U;06;Gràcia;81370;273207;Carrer;Carrer Rabassa;52 - 50 <=> 64;06;Gràcia;81380;273207;Carrer;Carrer Rabassa;53 - 55 <=> 67 - 69
6034;429451.339;4584589.047;55.956;-53;T08501W;N05371U;N05437V;06;Gràcia;81400;273207;Carrer;Carrer Rabassa;66 <=> 72;06;Gràcia;81410;273207;Carrer;Carrer Rabassa;69 <=> 73 - 75
6035;429884.338;4584428.549;107.796;29.3;T08502X;N05169U;N05315M;06;Gràcia;82720;177407;Carrer;Carrer Legalitat;50 - 32;06;Gràcia;82760;177407;Carrer;Carrer Legalitat;33 - 37 <=> 55
6036;429996.504;4584491.244;149.388;29.3;T08503Y;N05315M;N05469D;06;Gràcia;82710;177407;Carrer;Carrer Legalitat;56 - 52 <=> 76 - 74;06;Gràcia;82750;177407;Carrer;Carrer Legalitat;57 - 63 <=> 95
6037;429678.471;4584419.956;62.785;37.1;T08504Z;N05163O;N05404M;06;Gràcia;81680;022900;Carrer;Carrer Argentona;4 - 2 <=> 32;06;Gràcia;81700;022900;Carrer;Carrer Argentona;1 <=> 15
6038;429738.127;4584465.173;86.927;37.2;T08505A;N05404M;N05396D;06;Gràcia;81680;022900;Carrer;Carrer Argentona;4 - 2 <=> 32;06;Gràcia;81690;022900;Carrer;Carrer Argentona;17 <=> 31 - 33
6039;429988.09;4584620.585;83.297;309.25;T08506B;N05403L;N05402K;06;Gràcia;81650;321605;Carrer;Carrer Pau Alsina;78 B <=> 92 - 94;06;Gràcia;81660;321605;Carrer;Carrer Pau Alsina;79 - 89 <=> 91 - 97
6040;429939.54;4584680.847;71.479;308.4;T08507C;N05402K;N05381W;06;Gràcia;81650;321605;Carrer;Carrer Pau Alsina;96 - 98 <=> 110 B;06;Gràcia;81710;321605;Carrer;Carrer Pau Alsina;99 - 103 <=> 105 - 113
6041;429903.702;4584723.714;40.336;312.55;T08508D;N05381W;N05378B;06;Gràcia;81650;321605;Carrer;Carrer Pau Alsina;112 - 112 B <=> 118;06;Gràcia;81750;321605;Carrer;Carrer Pau Alsina;115 <=> 117
6042;429873.696;4584759.647;53.37;307.83;T08509E;N05378B;N05395C;06;Gràcia;81650;321605;Carrer;Carrer Pau Alsina;120 - 136;06;Gràcia;81772;321605;Carrer;Carrer Pau Alsina;119 - 121 <=> 123
6043;429845.596;4584795.576;37.855;308.31;T08510X;N05395C;N05383Y;06;Gràcia;81650;321605;Carrer;Carrer Pau Alsina;120 - 136;06;Gràcia;81773;321605;Carrer;Carrer Pau Alsina;123 B <=> 125 - 127
6044;429802.683;4584850.359;101.324;307.99;T08511Y;N05383Y;N05441R;06;Gràcia;81812;321605;Carrer;Carrer Pau Alsina;138 - 140 <=> 142 - 144;06;Gràcia;81820;321605;Carrer;Carrer Pau Alsina;129 <=> 133
6045;429754.138;4584911.962;55.543;308.7;T08512Z;N05441R;N05434S;06;Gràcia;81860;321605;Carrer;Carrer Pau Alsina;150 - 146;06;Gràcia;81872;321605;Carrer;Carrer Pau Alsina;137 - 139 <=> 141
6046;429724.053;4584885.691;61.038;280.51;T08513A;N05440Q;N05433R;06;Gràcia;81872;336806;Riera;Riera Can Toda;4 - 2;06;Gràcia;81871;336806;Riera;Riera Can Toda;1 <=> 3
6047;429743.318;4585010.833;139.11;36.05;T08515C;N05470W;N05471X;06;Gràcia;81921;212803;Carrer;Carrer Miquel i Badia;4 - 2 <=> 14 - 12;06;Gràcia;81890;212803;Carrer;Carrer Miquel i Badia;1 <=> 21
6048;429704.252;4584943.892;62.731;302.98;T08516D;N05433R;N05471X;06;Gràcia;81890;336806;Riera;Riera Can Toda;10 - 6;06;Gràcia;81900;336806;Riera;Riera Can Toda;5 - 27
6049;429638.718;4585029.439;153.25;314.53;T08517E;N05471X;N05473Z;06;Gràcia;81921;336806;Riera;Riera Can Toda;12 <=> 28;06;Gràcia;81900;336806;Riera;Riera Can Toda;5 - 27
6050;429565.046;4585108.143;62.838;313.89;T08518F;N05473Z;N05474A;06;Gràcia;81921;336806;Riera;Riera Can Toda;12 <=> 28;06;Gràcia;81922;336806;Riera;Riera Can Toda;29 - 31 <=> 33 - 35
6051;429508.084;4585131.697;70.443;352.95;T08519G;N05474A;N05480Y;06;Gràcia;81922;261853;Avinguda;Avinguda Pompeu Fabra;20 - 28 <=> 30;06;Gràcia;81922;261853;Avinguda;Avinguda Pompeu Fabra;23 - 37
6052;429504.87;4584896.801;118.792;297.85;T08520Z;N05400I;N05481Z;06;Gràcia;81900;214809;Carrer;Carrer Molist;2 - 4 <=> 18 - 14;06;Gràcia;81520;214809;Carrer;Carrer Molist;1 <=> 17 - 19
6053;429458.262;4584984.232;79.365;-62;T08521A;N05481Z;N05483B;06;Gràcia;81910;214809;Carrer;Carrer Molist;20 <=> 30;06;Gràcia;81530;214809;Carrer;Carrer Molist;21 <=> 21 B - 25
6054;429565.145;4585036.408;107.859;65.84;T08522B;N05473Z;N05485D;06;Gràcia;81922;017400;Carrer;Carrer Antequera;6 - 2 <=> 18 - 8;06;Gràcia;81900;017400;Carrer;Carrer Antequera;1 - 25 <=> 27 - 31
6055;429509.291;4584967.078;75.837;28.9;T08523C;N05485D;N05481Z;06;Gràcia;81910;017400;Carrer;Carrer Antequera;28 - 20;06;Gràcia;81900;017400;Carrer;Carrer Antequera;1 - 25 <=> 27 - 31
6056;429448.482;4584933.447;65.483;28.99;T08524D;N05481Z;N05487F;06;Gràcia;81530;017400;Carrer;Carrer Antequera;30 - 36 <=> 38;06;Gràcia;81520;017400;Carrer;Carrer Antequera;33 - 41
6057;429460.035;4585038.298;56.3;42.9;T08526F;N05483B;N05490A;06;Gràcia;81910;292100;Passatge;Passatge Sagrada Família;2 <=> 6;06;Gràcia;81540;292100;Passatge;Passatge Sagrada Família;1 - 5
6058;429504.289;4585016.573;95.006;320.91;T08527G;N05485D;N05490A;06;Gràcia;81922;304606;Carrer;Carrer Sant Josep Cottolengo;6 - 2 <=> 16 - 8;06;Gràcia;81910;304606;Carrer;Carrer Sant Josep Cottolengo;1 <=> 7
6059;429445.678;4585112.8;136.483;309.3;T08528H;N05490A;N03233D;06;Gràcia;81922;304606;Carrer;Carrer Sant Josep Cottolengo;6 - 2 <=> 16 - 8;06;Gràcia;81540;304606;Carrer;Carrer Sant Josep Cottolengo;9 - 13
6060;429423.965;4584808.678;106.068;26.54;T08529I;N05424Q;N05493D;06;Gràcia;81500;299200;Carrer;Carrer Sant Cugat del Vallès;48 - 52 <=> 64;06;Gràcia;81490;299200;Carrer;Carrer Sant Cugat del Vallès;45 - 47 <=> 61
6061;429499.798;4584840.357;66.111;6.83;T08530B;N05400I;N05493D;06;Gràcia;81520;239107;Carrer;Carrer Pare Jacint Alegre;2 - 4 <=> 6 - 8;06;Gràcia;81500;239107;Carrer;Carrer Pare Jacint Alegre;1 - 5
6062;429430.439;4584841.234;74.334;345.48;T08531C;N05493D;N05495F;06;Gràcia;81510;239107;Carrer;Carrer Pare Jacint Alegre;10 <=> 18 - 16;06;Gràcia;81490;239107;Carrer;Carrer Pare Jacint Alegre;7 <=> 25
6063;429377.051;4584874.869;53.785;310.01;T08532D;N05495F;N05418S;06;Gràcia;81540;239107;Carrer;Carrer Pare Jacint Alegre;20 - 28;06;Gràcia;81490;239107;Carrer;Carrer Pare Jacint Alegre;7 <=> 25
6064;429338.676;4584929.041;79.854;313.55;T08533E;N05418S;N05413N;06;Gràcia;81540;196605;Carrer;Carrer Marianao;8 - 2 <=> 12 - 10;06;Gràcia;81550;196605;Carrer;Carrer Marianao;1 - 7 <=> 11
6065;429281.849;4584989.309;87.032;313.11;T08534F;N05413N;N05409R;06;Gràcia;81570;196605;Carrer;Carrer Marianao;14 <=> 24 - 26;06;Gràcia;81580;196605;Carrer;Carrer Marianao;13 - 15 <=> 17 - 19
6066;429442.34;4584876.418;94.282;-61;T08535G;N05493D;N05487F;06;Gràcia;81520;316401;Carrer;Carrer Santa Elionor;12 - 2 <=> 16 - 14;06;Gràcia;81510;316401;Carrer;Carrer Santa Elionor;1 <=> 7 - 11
6067;428731.548;4584446.654;42.709;300.61;T08536H;N05200C;N05498I;06;Gràcia;80970;279600;Avinguda;Avinguda República Argentina;28 <=> 30 - 32;05;Sarrià-Sant Gervasi;30070;279600;Avinguda;Avinguda República Argentina;31 <=> 35
6068;428701.317;4584498.397;77.146;300.12;T08537I;N05498I;N05499J;06;Gràcia;80970;279600;Avinguda;Avinguda República Argentina;34 <=> 52;05;Sarrià-Sant Gervasi;30220;279600;Avinguda;Avinguda República Argentina;37 - 39 <=> 51
6069;428664.912;4584560.319;66.519;300.83;T08538J;N05499J;N05500L;06;Gràcia;80970;279600;Avinguda;Avinguda República Argentina;54 <=> 64 - 66;05;Sarrià-Sant Gervasi;30230;279600;Avinguda;Avinguda República Argentina;53 <=> 63
6070;428919.584;4584512.333;159.377;306.32;T08541E;N05502N;N05451T;06;Gràcia;81180;229908;Carrer;Carrer Mare de Déu del Coll;14 - 16 <=> 36 - 40;06;Gràcia;80951;229908;Carrer;Carrer Mare de Déu del Coll;13 - 17 <=> 45
6071;428843.379;4584615.929;97.833;306.37;T08542F;N05451T;N05449Z;06;Gràcia;81212;229908;Carrer;Carrer Mare de Déu del Coll;42 <=> 56 - 58;06;Gràcia;80951;229908;Carrer;Carrer Mare de Déu del Coll;47 <=> 65 - 67
6072;428803.559;4584670.38;37.085;305.68;T08543G;N05449Z;N05443T;06;Gràcia;81211;229908;Carrer;Carrer Mare de Déu del Coll;60 - 64;06;Gràcia;80951;229908;Carrer;Carrer Mare de Déu del Coll;69 <=> 71 - 73
6073;428757.632;4584733.881;119.654;305.94;T08544H;N05443T;N05462W;06;Gràcia;83380;229908;Carrer;Carrer Mare de Déu del Coll;66 - 68 <=> 84 - 86;06;Gràcia;83390;229908;Carrer;Carrer Mare de Déu del Coll;75 - 77 <=> 99
6074;428999.88;4584468.497;77.725;31.6;T08545I;N05502N;N05505Q;06;Gràcia;81120;189905;Carrer;Carrer Maignon;6 - 2 <=> 36 - 34;06;Gràcia;81140;189905;Carrer;Carrer Maignon;1 <=> 13
6075;429065.904;4584507.903;76.069;30;T08546J;N05505Q;N05458A;06;Gràcia;81120;189905;Carrer;Carrer Maignon;6 - 2 <=> 36 - 34;06;Gràcia;81130;189905;Carrer;Carrer Maignon;15 - 17 <=> 21 - 23
6076;428972.559;4584513.277;134.52;86.67;T08548L;N05502N;N05509U;06;Gràcia;81140;225408;Passatge;Passatge Napoleó;2 <=> 14;06;Gràcia;81180;225408;Passatge;Passatge Napoleó;1 <=> 15
6077;429012.252;4584594.202;67.846;27.11;T08549M;N05509U;N05459B;06;Gràcia;81130;352201;Carrer;Carrer Valldoreix;2 <=> 10 - 12;06;Gràcia;81180;352201;Carrer;Carrer Valldoreix;1 - 1 B <=> 5 B
6078;429007.66;4584533.53;102.678;299.55;T08551G;N05505Q;N05509U;06;Gràcia;81130;320602;Carrer;Carrer Sargelet;2 <=> 12;06;Gràcia;81140;320602;Carrer;Carrer Sargelet;1 <=> 15
6079;429197.772;4584700.356;156.336;25.9;T08552H;N05512P;N05429V;06;Gràcia;81110;299200;Carrer;Carrer Sant Cugat del Vallès;2 <=> 20 - 16;06;Gràcia;81150;299200;Carrer;Carrer Sant Cugat del Vallès;1 <=> 13 - 21
6080;429084.109;4584687.283;79.287;-10;T08553I;N05512P;N05454W;06;Gràcia;81150;083609;Avinguda;Avinguda Coll del Portell;34 <=> 60 - 62;06;Gràcia;81170;083609;Avinguda;Avinguda Coll del Portell;23 <=> 39
6081;429052.465;4584722.929;41.524;76.9;T08554J;N05454W;N05518V;06;Gràcia;81150;083609;Avinguda;Avinguda Coll del Portell;34 <=> 60 - 62;06;Gràcia;81161;083609;Avinguda;Avinguda Coll del Portell;41
6082;429115.23;4584747.848;141.086;359.36;T08555K;N05518V;N05415P;06;Gràcia;81150;083609;Avinguda;Avinguda Coll del Portell;42 - 44 <=> 60 - 62;06;Gràcia;81162;083609;Avinguda;Avinguda Coll del Portell;43 <=> 57
6083;429105.95;4584793.884;118.904;18.61;T08556L;N05415P;N05521Q;06;Gràcia;81604;083609;Avinguda;Avinguda Coll del Portell;64 - 66 <=> 74;06;Gràcia;81162;083609;Avinguda;Avinguda Coll del Portell;59 <=> 67
6084;429019.736;4584794.28;73.434;320.33;T08557M;N05521Q;N05448Y;06;Gràcia;81604;083609;Avinguda;Avinguda Coll del Portell;76 <=> 78;06;Gràcia;81161;083609;Avinguda;Avinguda Coll del Portell;69 <=> 75
6085;428982.461;4584866.283;87.901;301.78;T08558N;N05448Y;N05522R;06;Gràcia;81604;083609;Avinguda;Avinguda Coll del Portell;80 - 82 <=> 88 - 90;06;Gràcia;83342;083609;Avinguda;Avinguda Coll del Portell;77 - 79 <=> 85
6086;428940.004;4584926.789;60.341;291.34;T08559O;N05522R;N05523S;06;Gràcia;81604;083609;Avinguda;Avinguda Coll del Portell;92 - 94 <=> 96 - 100;06;Gràcia;83341;083609;Avinguda;Avinguda Coll del Portell;87 - 89 <=> 91 - 93
6087;428950.662;4585052.603;200.84;86.58;T08560H;N05523S;N05524T;06;Gràcia;81604;083609;Avinguda;Avinguda Coll del Portell;66 - 64 <=> 130 - 102;06;Gràcia;81610;083609;Avinguda;Avinguda Coll del Portell;95 - 99 <=> 103 - 131
6088;429012.981;4584756.572;127.531;-55;T08561I;N05454W;N05447X;06;Gràcia;81161;328400;Carrer;Carrer Sostres;4 - 2 <=> 12;06;Gràcia;81190;328400;Carrer;Carrer Sostres;1 <=> 17
6089;428951.33;4584844.918;88.136;304.44;T08562J;N05447X;N05525U;06;Gràcia;83342;328400;Carrer;Carrer Sostres;14 <=> 22;06;Gràcia;83350;328400;Carrer;Carrer Sostres;19 <=> 29
6090;428904.813;4584914.24;78.841;303.22;T08563K;N05525U;N05526V;06;Gràcia;83341;328400;Carrer;Carrer Sostres;24 - 28 <=> 30 - 34;06;Gràcia;83350;328400;Carrer;Carrer Sostres;31 <=> 37
6091;428770.273;4584582.202;147.424;310.04;T08566N;N05527W;N05442S;06;Gràcia;80951;158107;Avinguda;Avinguda Vallcarca;10 <=> 60;06;Gràcia;80960;158107;Avinguda;Avinguda Vallcarca;37 - 41 <=> 59 - 65
6092;428688.003;4584677.419;104.28;311.94;T08567O;N05442S;N05461V;06;Gràcia;83390;158107;Avinguda;Avinguda Vallcarca;62 <=> 82 - 78;06;Gràcia;83400;158107;Avinguda;Avinguda Vallcarca;67 <=> 101 - 105
6093;428645.753;4584723.056;20.174;317.22;T08568P;N05461V;N05529Y;06;Gràcia;83492;158107;Avinguda;Avinguda Vallcarca;84;06;Gràcia;83400;158107;Avinguda;Avinguda Vallcarca;85 <=> 87 B
6094;428771.133;4584464.469;92.399;51.58;T08571K;N05200C;N05533U;06;Gràcia;80940;033509;Carrer;Carrer Ballester;58 - 72;06;Gràcia;80970;033509;Carrer;Carrer Ballester;73 - 75 <=> 83
6095;428745.077;4584558.756;159.677;313.31;T08573M;N05533U;N05536X;06;Gràcia;80960;044301;Carrer;Carrer Bolívar;2 - 4 <=> 24 - 28;06;Gràcia;80970;044301;Carrer;Carrer Bolívar;1 - 3 <=> 23 - 29
6096;428645.83;4584665.207;132.898;312.61;T08574N;N05536X;N05364V;06;Gràcia;83400;044301;Carrer;Carrer Bolívar;30 <=> 54;06;Gràcia;83410;044301;Carrer;Carrer Bolívar;31 <=> 53
6097;428706.58;4584627.741;39.161;33.8;T08575O;N05442S;N05536X;06;Gràcia;83400;003009;Carrer;Carrer Agramunt;4 - 2;06;Gràcia;80960;003009;Carrer;Carrer Agramunt;3 - 1
6098;428669.087;4584602.863;50.831;33.38;T08576P;N05536X;N05500L;06;Gràcia;83410;003009;Carrer;Carrer Agramunt;6 <=> 8 - 10;06;Gràcia;80970;003009;Carrer;Carrer Agramunt;5 <=> 9 - 11
6099;428707.821;4584803.077;52.644;305.3;T08577Q;N05462W;N05541U;06;Gràcia;83500;229908;Carrer;Carrer Mare de Déu del Coll;88 - 88 B <=> 94;06;Gràcia;83492;229908;Carrer;Carrer Mare de Déu del Coll;101 <=> 109
6100;428706.049;4584876.837;98.604;82.08;T08578R;N05541U;N05542V;06;Gràcia;83500;229908;Carrer;Carrer Mare de Déu del Coll;96 - 98 <=> 114;06;Gràcia;83491;229908;Carrer;Carrer Mare de Déu del Coll;111 <=> 129
6101;428709.711;4584949.471;50.45;284.38;T08579S;N05542V;N05543W;06;Gràcia;81620;229908;Carrer;Carrer Mare de Déu del Coll;116 - 124;06;Gràcia;83491;229908;Carrer;Carrer Mare de Déu del Coll;131 - 133 <=> 137
6102;428698.667;4584998.839;50.978;280.85;T08580L;N05543W;N05544X;06;Gràcia;83520;229908;Carrer;Carrer Mare de Déu del Coll;126 - 128 <=> 130;06;Gràcia;83491;229908;Carrer;Carrer Mare de Déu del Coll;139
6103;428657.043;4584802.414;37.186;83.51;T08582N;N05359Y;N05547A;06;Gràcia;83492;120104;Carrer;Carrer Farigola;10 <=> 14;06;Gràcia;83430;120104;Carrer;Carrer Farigola;5 - 9
6104;428630.336;4584821.504;57.627;358.78;T08584P;N05547A;N05362T;06;Gràcia;83470;022808;Carrer;Carrer Argentera;2 - 8 <=> 18;06;Gràcia;83430;022808;Carrer;Carrer Argentera;1 - 3 <=> 11
6105;428627.395;4584858.628;49.104;-2;T08585Q;N05549C;N05363U;06;Gràcia;83480;055308;Carrer;Carrer Calendau;10 - 2;06;Gràcia;83470;055308;Carrer;Carrer Calendau;1 <=> 13
6106;428646.646;4584756.924;56.523;72.93;T08587S;N05529Y;N05359Y;06;Gràcia;83492;120104;Carrer;Carrer Farigola;2 <=> 8;06;Gràcia;83420;120104;Carrer;Carrer Farigola;1 <=> 3
6107;428661.509;4584945.817;176.335;65.85;T08588T;N05549C;N05544X;06;Gràcia;83491;120104;Carrer;Carrer Farigola;24 <=> 46 - 48;06;Gràcia;83480;120104;Carrer;Carrer Farigola;15 - 17 <=> 49
6108;428689.05;4585032.874;22.977;-48;T08590N;N05557C;N05544X;06;Gràcia;83480;297908;Carrer;Carrer Sant Camil;20 - 2 <=> 36;06;Gràcia;83530;297908;Carrer;Carrer Sant Camil;1 <=> 29 - 31
6109;428664.892;4585026.73;44.197;41.71;T08591O;N05557C;N05560X;06;Gràcia;83480;163402;Passatge;Passatge Isabel;2 <=> 14;06;Gràcia;83480;163402;Passatge;Passatge Isabel;1 <=> 9 - 11
6110;428711.245;4585048.828;57.373;64.78;T08592P;N05544X;N05562Z;06;Gràcia;83520;120104;Carrer;Carrer Farigola;52 - 50 <=> 64 B;06;Gràcia;83530;120104;Carrer;Carrer Farigola;51 - 53 B <=> 53
6111;428744.234;4585095.952;59.511;42.71;T08593Q;N05562Z;N05565C;06;Gràcia;83520;120104;Carrer;Carrer Farigola;58 <=> 64;06;Gràcia;83540;120104;Carrer;Carrer Farigola;55 <=> 59 - 61
6112;428706.309;4585097.612;59.808;307.6;T08594R;N05562Z;N05344R;06;Gràcia;83540;032200;Carrer;Carrer Balears;2 <=> 10;06;Gràcia;83530;032200;Carrer;Carrer Balears;1 <=> 9 - 11
6113;428667.685;4585147.677;66.657;307.69;T08595S;N05344R;N05342P;06;Gràcia;83840;032200;Carrer;Carrer Balears;12 <=> 30;06;Gràcia;83850;032200;Carrer;Carrer Balears;13 - 19 <=> 27
6114;428634.058;4585190.337;41.991;-51;T08596T;N05342P;N05348V;06;Gràcia;83860;032200;Carrer;Carrer Balears;32 <=> 38;06;Gràcia;83870;032200;Carrer;Carrer Balears;29 - 35
6115;428728.564;4585153.633;103.13;46.82;T08597U;N05344R;N05567E;06;Gràcia;83540;299801;Carrer;Carrer Sant Eudald;38 <=> 54 - 52;06;Gràcia;83840;299801;Carrer;Carrer Sant Eudald;35 <=> 57
6116;428664.07;4585187.631;43.148;39.01;T08598V;N05342P;N05568F;06;Gràcia;83840;290400;Carrer;Carrer Rubens;32 <=> 38;06;Gràcia;83860;290400;Carrer;Carrer Rubens;23 - 25 <=> 27
6117;428759.359;4585036.412;191.348;11.33;T08599W;N05543W;N05570Z;06;Gràcia;81620;348306;Passeig;Passeig Turull;2 <=> 14;06;Gràcia;83520;348306;Passeig;Passeig Turull;1 <=> 17
6118;428823.736;4585013.977;41.199;34.13;T08601Z;N05573C;N05574D;06;Gràcia;81620;348306;Passeig;Passeig Turull;32 - 34 <=> 36;06;Gràcia;81603;348306;Passeig;Passeig Turull;39
6119;428852.793;4584992.022;94.755;8.73;T08602A;N05574D;N05575E;06;Gràcia;81610;348306;Passeig;Passeig Turull;38 - 40 <=> 42 - 50;06;Gràcia;81603;348306;Passeig;Passeig Turull;41 <=> 43
6120;428760.683;4585154.813;74.676;85.3;T08604C;N05565C;N05567E;06;Gràcia;83550;220903;Carrer;Carrer Móra d'Ebre;2 <=> 6;06;Gràcia;83540;220903;Carrer;Carrer Móra d'Ebre;1 <=> 5
6121;428772.358;4585236.774;93.121;79.23;T08605D;N05567E;N05579I;06;Gràcia;83560;220903;Carrer;Carrer Móra d'Ebre;8 <=> 16 - 22;06;Gràcia;83840;220903;Carrer;Carrer Móra d'Ebre;7 <=> 17
6122;428800.63;4585335.024;112.1;66.54;T08606E;N05579I;N05580B;06;Gràcia;83560;220903;Carrer;Carrer Móra d'Ebre;24 <=> 42 B;06;Gràcia;83800;220903;Carrer;Carrer Móra d'Ebre;19 <=> 29 D
6123;428784.176;4585174.344;119.074;69.56;T08607F;N05565C;N05582D;06;Gràcia;81604;120104;Carrer;Carrer Farigola;66 - 72;06;Gràcia;83550;120104;Carrer;Carrer Farigola;63 <=> 71
6124;428783.652;4585211.236;57.071;45.3;T08609H;N05567E;N05582D;06;Gràcia;83550;299801;Carrer;Carrer Sant Eudald;56 <=> 58;06;Gràcia;83560;299801;Carrer;Carrer Sant Eudald;59 - 61 <=> 65
6125;428698.876;4585214.359;44.649;36.08;T08610A;N05568F;N05588J;06;Gràcia;83840;290400;Carrer;Carrer Rubens;40 <=> 46;06;Gràcia;83830;290400;Carrer;Carrer Rubens;29 - 31
6126;428749.789;4585254.016;84.696;38.89;T08611B;N05588J;N05579I;06;Gràcia;83840;290400;Carrer;Carrer Rubens;48 <=> 60 B;06;Gràcia;83800;290400;Carrer;Carrer Rubens;33 - 35 <=> 37
6127;428669.378;4585237.624;70.237;32.24;T08612C;N05357W;N05590D;06;Gràcia;83860;230000;Passeig;Passeig Mare de Déu del Coll;32 - 30 <=> 40;06;Gràcia;83820;230000;Passeig;Passeig Mare de Déu del Coll;37 <=> 75
6128;428731.229;4585262.187;75.036;67.58;T08615F;N05588J;N05594H;06;Gràcia;83800;037000;Carrer;Carrer Beat Almató;2 - 4 <=> 10;06;Gràcia;83830;037000;Carrer;Carrer Beat Almató;1 - 5
6129;428475.717;4585406.589;107.912;278.85;T08616G;N05358X;N05597K;06;Gràcia;83820;064502;Carrer;Carrer Cardedeu;22 B <=> 26;06;Gràcia;84032;064502;Carrer;Carrer Cardedeu;23 B <=> 33
6130;428476.51;4585608.841;319.97;75.53;T08617H;N05597K;N03485V;06;Gràcia;84042;064502;Carrer;Carrer Cardedeu;28 - 30 <=> 36 - 68;06;Gràcia;84032;064502;Carrer;Carrer Cardedeu;35 <=> 69
6131;428453.864;4585382.132;83.005;316.82;T08618I;N05358X;N05598L;06;Gràcia;84032;219201;Carrer;Carrer Montornès;2 <=> 4;06;Gràcia;83892;219201;Carrer;Carrer Montornès;1 - 3 <=> 17
6132;428386.598;4585422.244;73.53;-38;T08619J;N05598L;N05599M;06;Gràcia;84031;219201;Carrer;Carrer Montornès;6 <=> 28;06;Gràcia;83892;219201;Carrer;Carrer Montornès;1 - 3 <=> 17
6133;428347.142;4585498.045;101.127;-85;T08620C;N05599M;N05600O;06;Gràcia;84031;219201;Carrer;Carrer Montornès;6 <=> 28;06;Gràcia;84020;219201;Carrer;Carrer Montornès;19 <=> 29
6134;428380.154;4585578.885;81.375;55.1;T08621D;N05600O;N05601P;06;Gràcia;84031;219201;Carrer;Carrer Montornès;6 <=> 28;06;Gràcia;84050;219201;Carrer;Carrer Montornès;31 <=> 47
6135;428416.512;4585630.935;45.8;57;T08622E;N05601P;N05602Q;06;Gràcia;84032;219201;Carrer;Carrer Montornès;30 - 32 <=> 34;06;Gràcia;84050;219201;Carrer;Carrer Montornès;43 <=> 47
6136;428095.446;4585505.989;103.966;332.54;T08627J;N05611R;N05608W;06;Gràcia;83962;014800;Carrer;Carrer Anna Piferrer;2 - 4 <=> 10 B;06;Gràcia;84001;014800;Carrer;Carrer Anna Piferrer;1 - 3 <=> 11
6137;428185.645;4585458.484;99.926;331.9;T08628K;N05608W;N05354T;06;Gràcia;83962;014800;Carrer;Carrer Anna Piferrer;12 - 14 <=> 18 - 26;06;Gràcia;84002;014800;Carrer;Carrer Anna Piferrer;13 - 21
6138;428123.903;4585378.143;49.429;314.07;T08629L;N05613T;N05614U;06;Gràcia;83962;069200;Carrer;Carrer Ca l'Alegre;2 <=> 4;06;Gràcia;83962;069200;Carrer;Carrer Ca l'Alegre;3 - 5 <=> 7
6139;428067.219;4585433.9;109.614;316.1;T08630E;N05614U;N05615V;06;Gràcia;83962;069200;Carrer;Carrer Ca l'Alegre;6 <=> 16 - 20;06;Gràcia;83962;069200;Carrer;Carrer Ca l'Alegre;9 - 11 <=> 15
6140;428121.537;4585410.838;42.093;45.22;T08631F;N05614U;N05617X;06;Gràcia;83962;077708;Carrer;Carrer Cesare Cantù;2 <=> 10;06;Gràcia;83962;077708;Carrer;Carrer Cesare Cantù;1 - 7
6141;428047.97;4585365.165;125.536;315.75;T08632G;N05619Z;N05620S;06;Gràcia;83962;336500;Carrer;Carrer Ticià;2 - 4 <=> 20 - 24;06;Gràcia;83962;336500;Carrer;Carrer Ticià;1 - 19
6142;428315.772;4585428.471;47.822;22.7;T08633H;N05621T;N05622U;06;Gràcia;83891;221600;Carrer;Carrer Morell;2 <=> 4;06;Gràcia;84020;221600;Carrer;Carrer Morell;1 <=> 5
6143;428350.203;4585443.907;27.684;26.6;T08634I;N05622U;N05599M;06;Gràcia;83892;221600;Carrer;Carrer Morell;6;06;Gràcia;84020;221600;Carrer;Carrer Morell;1 <=> 5
6144;428441.024;4585295.458;351.743;-60;T08635J;N05346T;N05622U;06;Gràcia;83892;064604;Passatge;Passatge Cardedeu;4 - 2 <=> 40;06;Gràcia;83891;064604;Passatge;Passatge Cardedeu;1 <=> 41 - 43
